ETLAuditLogID,ETLBatchID,ETLControlID,SourceSystem,PipelineName,PipelineTriggerType,LogType,Source,Sink,DeltaDetect,DeltaDetectType,ETLMinValue,ETLMaxValue,SourceQuery,MaxExpression,RowsInserted,RowsUpdated,RowsMarkedAsDeleted,ETLStartTime,ETLEndTime,RunTimeInSecond,FileSizeInBytes,ThroughputInKbps,ActivityID,ActivityName,TableType,LoadType,LoadStatus,ErrorMsg,IsLoadSuccess,IsStageLoaded
87,660,62,IEE,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""THORPTEST"",""DatabaseName"":""ItronEE"",""SchemaName"":""dbo"",""TableName"":""ReadingReadingStatus""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\IEE"",""FilePath"":""ReadingReadingStatus\\2021\\10\\27\\"",""FileName"":""ReadingReadingStatus_20211027_133245.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,33:02.9,"SELECT [StatusID], [Status], [StatusExt1], [FAILED], [WARNING], [PASSED], [ESTIMATED], [DELETED], [POWER], [VEESET1FV], [VEESET1WV], [VEESET1PV], [VEESET2FV], [VEESET2WV], [VEESET2PV], [VEESET3FV], [VEESET3WV], [VEESET3PV], [VEESET1MA], [VEESET2MA], [VEESET3MA], [EMPTY], [MISSING], [VEESET1NV], [VEESET2NV], [VEESET3NV], [EDITED], [ESTUNSCALED], [ESTNEEDED], [ESTHISTORICAL], [ESTLINEARINT], [FINALESTIMATE], [GAP] FROM dbo.[ReadingReadingStatus] s",0,5029,0,0,32:45.5,33:40.1,55,121432,10.72,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
88,660,49,IEE,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""THORPTEST"",""DatabaseName"":""ItronEE"",""SchemaName"":""dbo"",""TableName"":""EntityStatus""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\IEE"",""FilePath"":""EntityStatus\\2021\\10\\27\\"",""FileName"":""EntityStatus_20211027_133245.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,33:06.1,"SELECT [EntityStatusKey], [StatusID], [Description], [State], [StatusType], [DataSource] FROM dbo.[EntityStatus] s",0,18,0,0,32:45.5,33:35.9,50,2812,0.17,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
89,660,42,IEE,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""THORPTEST"",""DatabaseName"":""ItronEE"",""SchemaName"":""dbo"",""TableName"":""Meter""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\IEE"",""FilePath"":""Meter\\2021\\10\\27\\"",""FileName"":""Meter_20211027_133245.parquet""}}]","[{""CurrentVersion"":""CHANGE_TRACKING_CURRENT_VERSION()""}]",ChangeTracking,0,391129163,"SELECT ct.[MeterKey], s.[NodeKey], s.[MeterID], s.[MeterNumber], s.[EntityStatusKey], s.[Multiplier], s.[Model], s.[TimeZoneKey], s.[KeyNumber], s.[Manufacturer], s.[PhaseCodeID], s.[LocationCode], s.[DateInitialized], s.[ReadSequence], s.[InstallDate], s.[EffectiveStartDate], s.[EffectiveEndDate], s.[IsTemplate], s.[ExternalSystemKey], s.[CTRatio], s.[PTRatio], s.[IsCombinedMeter], s.[ContactForm], s.[MeterConfig], s.[EndPointID], s.[MeterProgramKey], s.[LastUpdateDate], s.[MeterInstallationKey], s.[PressureCompensationFactor], s.[MarketType], s.[CONFIGUREDFORGASDAYTAKE], s.[MonitoringMeterProgramKey] ,CASE WHEN ct.SYS_CHANGE_OPERATION = 'D' THEN CAST(1 AS BIT) ELSE CAST(0 AS BIT) END AS [IsDeleted] FROM CHANGETABLE(CHANGES [dbo].[Meter], 0) ct  LEFT JOIN [dbo].[Meter] s ON s.[MeterKey]=ct.[MeterKey] WHERE ct.SYS_CHANGE_VERSION <= 391129163",CHANGE_TRACKING_CURRENT_VERSION(),2607,0,0,32:45.5,33:36.2,51,286216,58.05,2,Audit Log - Completed,Source,Incremental,Completed,NULL,1,1
90,660,44,IEE,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""THORPTEST"",""DatabaseName"":""ItronEE"",""SchemaName"":""dbo"",""TableName"":""ReadingStatus""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\IEE"",""FilePath"":""ReadingStatus\\2021\\10\\27\\"",""FileName"":""ReadingStatus_20211027_133245.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,33:07.0,"SELECT [ReadingStatusKey], [ReadingStatusID], [Bitmask], [Bitvalue], [Label], [CombinationOperation], [Description], [DataSource], [WordNumber], [ColumnName] FROM dbo.[ReadingStatus] s",0,119,0,0,32:45.5,33:43.2,58,11626,0.67,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
91,660,56,IEE,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""THORPTEST"",""DatabaseName"":""ItronEE"",""SchemaName"":""dbo"",""TableName"":""NodeAttributeName""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\IEE"",""FilePath"":""NodeAttributeName\\2021\\10\\27\\"",""FileName"":""NodeAttributeName_20211027_133245.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,33:07.3,"SELECT [NodeAttributeNameKey], [NodeTypeKey], [NodeAttributeSectionKey], [NodeAttributeNameID], [Description], [DataType], [Sequence], [DataSource] FROM dbo.[NodeAttributeName] s",0,184,0,0,32:45.5,33:34.9,49,15562,2.34,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
92,660,45,IEE,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""THORPTEST"",""DatabaseName"":""ItronEE"",""SchemaName"":""dbo"",""TableName"":""RegisterReading""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\IEE"",""FilePath"":""RegisterReading\\2021\\10\\27\\"",""FileName"":""RegisterReading_20211027_133245.parquet""}}]","[{""CurrentVersion"":""CHANGE_TRACKING_CURRENT_VERSION()""}]",ChangeTracking,0,391129201,"SELECT ct.[ReadingGroupAlternateKey], ct.[SpcNodeID], ct.[EndTime], s.[StatusID], s.[DataValue], s.[EndTimeSeconds] ,CASE WHEN ct.SYS_CHANGE_OPERATION = 'D' THEN CAST(1 AS BIT) ELSE CAST(0 AS BIT) END AS [IsDeleted] FROM CHANGETABLE(CHANGES [dbo].[RegisterReading], 0) ct  LEFT JOIN [dbo].[RegisterReading] s ON s.[EndTime]=ct.[EndTime] and  s.[ReadingGroupAlternateKey]=ct.[ReadingGroupAlternateKey] and  s.[SpcNodeID]=ct.[SpcNodeID] WHERE ct.SYS_CHANGE_VERSION <= 391129201",CHANGE_TRACKING_CURRENT_VERSION(),95898951,0,0,32:45.5,43:14.1,629,1078372534,5070.8,2,Audit Log - Completed,Source,Incremental,Completed,NULL,1,1
93,660,61,IEE,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""THORPTEST"",""DatabaseName"":""ItronEE"",""SchemaName"":""dbo"",""TableName"":""Reading""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\IEE"",""FilePath"":""Reading\\2021\\10\\27\\"",""FileName"":""Reading_20211027_133245.parquet""}}]","[{""CurrentVersion"":""CHANGE_TRACKING_CURRENT_VERSION()""}]",ChangeTracking,0,391129212,"SELECT ct.[NodeID], ct.[EndTime], s.[DataValue], s.[StatusID], ct.[ReadingGroupAlternateKey], s.[EndTimeSeconds] ,CASE WHEN ct.SYS_CHANGE_OPERATION = 'D' THEN CAST(1 AS BIT) ELSE CAST(0 AS BIT) END AS [IsDeleted] FROM CHANGETABLE(CHANGES [dbo].[Reading], 0) ct  LEFT JOIN [dbo].[Reading] s ON s.[EndTime]=ct.[EndTime] and  s.[NodeID]=ct.[NodeID] and  s.[ReadingGroupAlternateKey]=ct.[ReadingGroupAlternateKey] WHERE ct.SYS_CHANGE_VERSION <= 391129212",CHANGE_TRACKING_CURRENT_VERSION(),2411371032,0,0,32:45.5,24:20.8,13895,32619801940,5462.51,2,Audit Log - Completed,Source,Incremental,Completed,NULL,1,1
94,660,47,IEE,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""THORPTEST"",""DatabaseName"":""ItronEE"",""SchemaName"":""dbo"",""TableName"":""NodeAttributeValue""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\IEE"",""FilePath"":""NodeAttributeValue\\2021\\10\\27\\"",""FileName"":""NodeAttributeValue_20211027_133245.parquet""}}]","[{""CurrentVersion"":""CHANGE_TRACKING_CURRENT_VERSION()""}]",ChangeTracking,0,391129220,"SELECT ct.[NodeAttributeValueKey], s.[NodeAttributeNameKey], s.[NodeKey], s.[DataValue], s.[DataSource], s.[LastUpdateDate] ,CASE WHEN ct.SYS_CHANGE_OPERATION = 'D' THEN CAST(1 AS BIT) ELSE CAST(0 AS BIT) END AS [IsDeleted] FROM CHANGETABLE(CHANGES [dbo].[NodeAttributeValue], 0) ct  LEFT JOIN [dbo].[NodeAttributeValue] s ON s.[NodeAttributeValueKey]=ct.[NodeAttributeValueKey] WHERE ct.SYS_CHANGE_VERSION <= 391129220",CHANGE_TRACKING_CURRENT_VERSION(),6160,0,0,32:45.5,33:37.0,52,395892,35.27,2,Audit Log - Completed,Source,Incremental,Completed,NULL,1,1
95,660,55,IEE,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""THORPTEST"",""DatabaseName"":""ItronEE"",""SchemaName"":""dbo"",""TableName"":""FlatConfigPhysical""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\IEE"",""FilePath"":""FlatConfigPhysical\\2021\\10\\27\\"",""FileName"":""FlatConfigPhysical_20211027_133245.parquet""}}]","[{""CurrentVersion"":""CHANGE_TRACKING_CURRENT_VERSION()""}]",ChangeTracking,0,391129276,"SELECT s.[ServicePointID], ct.[ChannelNumber], s.[ServicePointKey], ct.[ServicePointNodeKey], ct.[EffectiveStartDate], s.[EffectiveEndDate], s.[CHREADChannelSetNodeGroupID], s.[RedundantChannelSetID], s.[KVAChannelSetNodeGroupIDs], s.[MtrChnlType], s.[SpcNodeID], s.[SpcNodeKey], s.[WorkBinID], s.[AsOfDate], s.[MeterID], s.[ExternalSystemKey], s.[IntervalLength], s.[Multiplier], s.[PulseOffset], s.[NumberOfDials], s.[MtrStatus], s.[PremiseStatus], s.[UnitOfMeasureID], s.[ValidationSetKey], s.[SourceReactiveTypeID], s.[ServicePointChannelKey], s.[KQChannelSetNodeGroupID], s.[MeterProgramID], s.[PremiseID], s.[ExternalBillingSystemCycleID], s.[InstallDate], s.[LastUpdateDate], s.[RegisterDisplayCodeID], s.[TimeZoneKey], s.[FormulaKey], s.[MeterTimeZoneKey], s.[MarketType], s.[ValidationSetKey2], s.[ValidationSetKey3], s.[EstimationSetKey], s.[MeterStatusID], s.[PremiseStatusID], s.[MeterNumber], s.[MeterChannelUomKey], s.[EndPointID], s.[RecordingDeviceID], s.[MeterChannelNumber] ,CASE WHEN ct.SYS_CHANGE_OPERATION = 'D' THEN CAST(1 AS BIT) ELSE CAST(0 AS BIT) END AS [IsDeleted] FROM CHANGETABLE(CHANGES [dbo].[FlatConfigPhysical], 0) ct  LEFT JOIN [dbo].[FlatConfigPhysical] s ON s.[ChannelNumber]=ct.[ChannelNumber] and  s.[EffectiveStartDate]=ct.[EffectiveStartDate] and  s.[ServicePointNodeKey]=ct.[ServicePointNodeKey] WHERE ct.SYS_CHANGE_VERSION <= 391129276",CHANGE_TRACKING_CURRENT_VERSION(),23643,0,0,32:45.5,33:36.1,51,3358285,1062.53,2,Audit Log - Completed,Source,Incremental,Completed,NULL,1,1
96,660,52,IEE,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""THORPTEST"",""DatabaseName"":""ItronEE"",""SchemaName"":""dbo"",""TableName"":""ServicePoint""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\IEE"",""FilePath"":""ServicePoint\\2021\\10\\27\\"",""FileName"":""ServicePoint_20211027_133245.parquet""}}]","[{""CurrentVersion"":""CHANGE_TRACKING_CURRENT_VERSION()""}]",ChangeTracking,0,391129244,"SELECT ct.[ServicePointKey], s.[NodeKey], s.[ServicePointID], s.[TimeZoneKey], s.[IsTemplate], s.[CommodityTypeKey], s.[Description], s.[TransformerPhaseKey], s.[LastUpdateDate], s.[ReadingsImportBehavior], s.[WorkbinID] ,CASE WHEN ct.SYS_CHANGE_OPERATION = 'D' THEN CAST(1 AS BIT) ELSE CAST(0 AS BIT) END AS [IsDeleted] FROM CHANGETABLE(CHANGES [dbo].[ServicePoint], 0) ct  LEFT JOIN [dbo].[ServicePoint] s ON s.[ServicePointKey]=ct.[ServicePointKey] WHERE ct.SYS_CHANGE_VERSION <= 391129244",CHANGE_TRACKING_CURRENT_VERSION(),2208,0,0,32:45.5,33:44.2,59,212975,12.58,2,Audit Log - Completed,Source,Incremental,Completed,NULL,1,1
97,660,51,MDW,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""MDWtest"",""DatabaseName"":""EDW_Foundation"",""SchemaName"":""dbo"",""TableName"":""Cust_Data""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\MDW"",""FilePath"":""Cust_Data\\2021\\10\\27\\"",""FileName"":""Cust_Data_20211027_172536.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,26:10.2,"SELECT [Device_Loc_Src_ID], [Premise_DW_ID], [Premise_Src_ID], [Rate_Cat_Cd], [Region_Cd], [Region_Name], [Geo_Area_Cd], [Juris_Type_Cd], [State_or_Province_Cd], [City_Name], [Cnty_Name], [Postal_Cd_5_Nbr], [Bill_Class_Type_Cd], [Bill_Class_Type_Desc], [Industry_Classfn_Type_Cd], [FFee_Muni_Cd], [Mtr_Rdng_Cycle_Cd], [Bill_Period_From_Dt], [Bill_Period_Thru_Dt], [Bill_Period_Days_Count], [Bill_Usage_Mth], [Bill_Usage_Mth_Dt], [Bill_Src_ID], [Usage_Qty], [Billed_Demand_Qty], [Actl_Demand_Qty], [BLC_KW], [Installn_Type_Desc], [Mtr_Rdng_Mthd_Type_Cd], [Mtr_Rdng_Mthd_Type_Desc], [Mtr_Rdng_Cycle_Cd_Installn], [Tot_HP_Rtng_Qty], [Cust_Data_DW_ID], [Bill_Period_From_Dt_Adj], [Load_Ts], [Party_Full_Name], [Device_Loc_2_Src_ID] FROM dbo.[Cust_Data] s",0,19652298,0,0,25:36.9,32:44.6,428,1218078799,20921.66,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
98,660,203,MDW,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""MDWTest"",""DatabaseName"":""EDW_Foundation"",""SchemaName"":""dbo"",""TableName"":""Meter_Read_Status""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\MDW"",""FilePath"":""Meter_Read_Status\\2021\\10\\27\\"",""FileName"":""Meter_Read_Status_20211027_172536.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,26:10.9,"SELECT [Status_Id], [Power_Out_Flag], [Missing_Flag], [Estimated_Flag], [Estimated_Unscaled_Flag], [Meter_Read_Status_Bin], [Src_Del_Flag], [ETL_Batch_Id], [Meter_Read_Status_CdStr], [Failed_Flag], [Warn_Flag], [Deleted_Flag], [Empty_Flag], [Edited_Flag] FROM dbo.[Meter_Read_Status] s",0,5043,0,0,25:36.9,26:34.1,58,150233,155.94,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
99,660,71,MDW,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""MDWTest"",""DatabaseName"":""EDW_Foundation"",""SchemaName"":""dbo"",""TableName"":""Device_Loc_Src_ID_All_Rates""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\MDW"",""FilePath"":""Device_Loc_Src_ID_All_Rates\\2021\\10\\27\\"",""FileName"":""Device_Loc_Src_ID_All_Rates_20211027_172536.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,26:10.9,"SELECT [Device_Loc_Src_ID], [Installn_DW_ID], [Installn_Src_ID], [Installn_Hist_From_Dt], [Installn_Hist_Thru_Dt], [Rate_Cat_Cd], [Net_Meter_Rate_Ind] FROM dbo.[Device_Loc_Src_ID_All_Rates] s",0,625698,0,0,25:36.9,26:36.2,60,6325807,2505.24,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
100,660,82,MV90,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""MDWTest"",""DatabaseName"":""MV90_Foundation"",""SchemaName"":""dbo"",""TableName"":""utsChannel""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\MV90"",""FilePath"":""utsChannel\\2021\\10\\27\\"",""FileName"":""utsChannel_20211027_173329.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,33:48.5,"SELECT [ch_mtrid], [ch_custid], [ch_mtrchn], [ch_cstchn], [ch_setnum], [ch_intlen], [ch_uom], [ch_mtrsn], [ch_min_dtm], [ch_max_dtm], [ch_xferacct], [ch_uomscale], [ch_PTCT] FROM dbo.[utsChannel] s",0,4030,0,0,33:29.9,34:19.3,50,69465,75.85,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
101,660,81,MV90,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""MDWTest"",""DatabaseName"":""MV90_Foundation"",""SchemaName"":""dbo"",""TableName"":""utsProfile""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\MV90"",""FilePath"":""utsProfile\\2021\\10\\27\\"",""FileName"":""utsProfile_20211027_173329.parquet""}}]","[{""CurrentVersion"":""CHANGE_TRACKING_CURRENT_VERSION()""}]",ChangeTracking,0,6662,"SELECT ct.[p_mtrid], ct.[p_mtrchn], ct.[p_dtm], s.[p_usage], s.[p_status], s.[p_dst] ,CASE WHEN ct.SYS_CHANGE_OPERATION = 'D' THEN CAST(1 AS BIT) ELSE CAST(0 AS BIT) END AS [IsDeleted] FROM CHANGETABLE(CHANGES [dbo].[utsProfile], 0) ct  LEFT JOIN [dbo].[utsProfile] s ON s.[p_dtm]=ct.[p_dtm] and  s.[p_mtrchn]=ct.[p_mtrchn] and  s.[p_mtrid]=ct.[p_mtrid] WHERE ct.SYS_CHANGE_VERSION <= 6662",CHANGE_TRACKING_CURRENT_VERSION(),0,0,0,33:29.9,34:19.7,50,245,0,2,Audit Log - Completed,Source,Incremental,Completed,NULL,1,1
102,660,75,MV90,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""MDWTest"",""DatabaseName"":""MV90_Foundation"",""SchemaName"":""dbo"",""TableName"":""SummaryContributor""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\MV90"",""FilePath"":""SummaryContributor\\2021\\10\\27\\"",""FileName"":""SummaryContributor_20211027_173329.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,33:50.6,"SELECT [SummaryMtrid], [ContributorMtrid], [SummaryName] FROM dbo.[SummaryContributor] s",0,406,0,0,33:29.9,34:19.9,50,4417,3.12,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
103,660,205,MV90,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""MDWTest"",""DatabaseName"":""MV90_Foundation"",""SchemaName"":""dbo"",""TableName"":""utsCustmer""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\MV90"",""FilePath"":""utsCustmer\\2021\\10\\27\\"",""FileName"":""utsCustmer_20211027_173329.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,33:52.0,"SELECT [cst_id], [cst_acctnum], [cst_group], [cst_name], [cst_cycle], [cst_rate], [cst_tou], [cst_addr1], [cst_addr2], [cst_addr3] FROM dbo.[utsCustmer] s",0,1255,0,0,33:29.9,34:20.0,51,61740,89.64,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
